TIME; AESA DEMAND(º);BULK DEMAND(º);AESA Current Position PRM(º);Bulk Current Position PRM(º);AESA Current Position EST(rad);Bulk Current Position EST(rad);AESA Current Velocity EST(rad/s);Bulk Current Velocity EST(rad/s);AESA Integral Control;Bulk Integral Control;AESA Disturbance EST;Bulk Disturbance EST;AESA Torque;Bulk Torque;AESA Control Mode;Bulk Control Mode;MSG Counter; MDU Status
2955.154053; -91.296387; 90.000000; -90.109863; 90.016479; -1.573431; 1.571101; -0.206354; 0.003564; -0.186751; -1.443829; 2.570403; 0.462017; -4.966887; -0.526139; 0; 0; 169; 64; 
2955.157959; -91.296387; 90.000000; -90.142822; 90.016479; -1.574048; 1.571158; -0.228810; 0.006649; -0.206980; -1.444165; 2.750501; 0.487022; -4.853664; -0.544450; 0; 0; 170; 64; 
2955.162109; -91.428223; 90.000000; -90.175781; 90.016479; -1.574749; 1.571143; -0.245158; 0.001206; -0.228912; -1.444500; 2.924984; 0.465631; -4.743797; -0.542314; 0; 0; 171; 64; 
2955.166016; -91.494141; 90.000000; -90.214233; 90.021973; -1.575493; 1.571199; -0.253615; 0.005023; -0.251322; -1.444884; 3.105083; 0.496107; -4.842982; -0.534379; 0; 0; 172; 64; 
2955.170166; -91.554565; 90.000000; -90.263672; 90.021973; -1.576337; 1.571188; -0.267442; 0.001075; -0.273972; -1.445267; 3.244670; 0.480185; -4.911039; -0.532243; 0; 0; 173; 64; 
2955.174072; -91.620483; 90.000000; -90.313110; 90.021973; -1.577296; 1.571177; -0.285872; -0.001501; -0.296838; -1.445651; 3.348958; 0.473250; -4.838404; -0.495621; 0; 0; 174; 64; 
2955.177979; -91.675415; 90.000000; -90.368042; 90.021973; -1.578356; 1.571174; -0.303601; -0.001677; -0.319728; -1.446034; 3.433192; 0.475203; -4.674215; -0.463271; 0; 0; 175; 64; 
2955.182129; -91.664429; 90.000000; -90.428467; 90.021973; -1.579466; 1.571177; -0.314496; -0.000487; -0.341395; -1.446418; 3.521837; 0.479990; -4.377880; -0.453505; 0; 0; 176; 64; 
2955.186035; -91.796265; 90.000000; -90.494385; 90.021973; -1.580662; 1.571181; -0.322369; 0.000651; -0.364141; -1.446801; 3.576388; 0.482627; -4.201178; -0.461440; 0; 0; 177; 64; 
2955.190186; -91.856689; 90.000000; -90.565796; 90.021973; -1.581918; 1.571183; -0.328776; 0.001029; -0.386719; -1.447185; 3.608477; 0.481943; -4.219489; -0.473647; 0; 0; 178; 64; 
2955.194092; -91.906128; 90.000000; -90.642700; 90.016479; -1.583291; 1.571111; -0.344271; -0.006635; -0.408866; -1.447520; 3.588422; 0.439941; -4.068422; -0.437941; 0; 0; 179; 64; 
2955.197998; -91.966553; 90.000000; -90.719604; 90.016479; -1.584709; 1.571116; -0.355443; -0.003354; -0.430701; -1.447856; 3.574383; 0.457035; -3.808100; -0.394910; 0; 0; 180; 64; 
2955.202148; -92.021484; 90.000000; -90.802002; 90.016479; -1.586190; 1.571130; -0.363749; 0.000641; -0.452105; -1.448191; 3.543497; 0.470222; -3.607898; -0.414136; 0; 0; 181; 64; 
2955.206055; -92.010498; 90.000000; -90.889893; 90.016479; -1.587739; 1.571138; -0.372488; 0.002365; -0.471783; -1.448527; 3.487743; 0.472175; -3.285928; -0.454421; 0; 0; 182; 64; 
2955.210205; -92.136841; 90.000000; -90.977783; 90.016479; -1.589323; 1.571139; -0.376158; 0.001810; -0.492061; -1.448863; 3.424768; 0.466998; -3.016755; -0.480056; 0; 0; 183; 64; 
2955.214111; -92.186279; 90.000000; -91.065674; 90.016479; -1.590909; 1.571135; -0.374553; 0.000378; -0.511667; -1.449198; 3.363800; 0.461138; -2.931303; -0.481582; 0; 0; 184; 64; 
2955.218262; -92.241211; 90.000000; -91.159058; 90.016479; -1.592518; 1.571131; -0.375508; -0.000565; -0.530650; -1.449534; 3.285583; 0.458793; -2.814417; -0.469375; 0; 0; 185; 64; 
2955.222168; -92.290649; 90.000000; -91.252441; 90.016479; -1.594123; 1.571058; -0.375026; -0.008039; -0.548890; -1.449821; 3.210174; 0.420210; -2.630085; -0.415967; 0; 0; 186; 64; 
2955.226074; -92.351074; 90.000000; -91.345825; 90.016479; -1.595758; 1.571065; -0.375681; -0.003906; -0.566483; -1.450109; 3.114309; 0.441504; -2.440565; -0.370190; 0; 0; 187; 64; 
2955.230225; -92.334595; 90.000000; -91.439209; 90.016479; -1.597420; 1.571081; -0.377026; 0.000740; -0.582182; -1.450397; 3.002399; 0.456937; -2.181158; -0.396130; 0; 0; 188; 64; 
2955.234131; -92.455444; 90.000000; -91.532593; 90.016479; -1.599068; 1.571091; -0.373698; 0.002635; -0.598361; -1.450684; 2.896907; 0.459184; -2.017884; -0.444349; 0; 0; 189; 64; 
2955.238281; -92.504883; 90.000000; -91.631470; 90.010986; -1.600744; 1.571020; -0.373543; -0.005476; -0.613701; -1.450924; 2.766546; 0.413959; -1.946471; -0.431227; 0; 0; 190; 64; 
2955.242188; -92.565308; 90.000000; -91.724854; 90.010986; -1.602389; 1.571021; -0.371362; -0.003405; -0.628393; -1.451164; 2.655037; 0.427145; -1.788995; -0.390332; 0; 0; 191; 64; 
2955.246338; -92.614746; 90.000000; -91.818237; 90.010986; -1.604037; 1.571032; -0.369419; -0.000224; -0.642319; -1.451403; 2.536308; 0.439258; -1.674245; -0.399182; 0; 0; 192; 64; 
2955.250244; -92.669678; 90.000000; -91.917114; 90.010986; -1.605687; 1.570968; -0.368678; -0.005919; -0.655526; -1.451595; 2.411563; 0.403605; -1.513718; -0.387890; 0; 0; 193; 64; 
2955.254150; -92.653198; 90.000000; -92.010498; 90.010986; -1.607372; 1.570975; -0.371177; -0.002383; -0.666815; -1.451787; 2.264355; 0.420308; -1.178014; -0.368969; 0; 0; 194; 64; 
2955.258301; -92.774048; 90.000000; -92.103882; 90.010986; -1.609012; 1.570987; -0.364382; 0.000857; -0.678584; -1.451979; 2.143621; 0.430857; -0.975372; -0.396435; 0; 0; 195; 64; 
2955.262207; -92.828979; 90.000000; -92.197266; 90.010986; -1.610607; 1.570994; -0.354317; 0.001794; -0.689633; -1.452170; 2.030508; 0.431443; -1.026032; -0.432447; 0; 0; 196; 64; 
2955.266357; -92.883911; 90.000000; -92.290649; 90.010986; -1.612185; 1.570992; -0.349816; 0.000913; -0.700060; -1.452362; 1.908570; 0.426950; -1.038545; -0.450148; 0; 0; 197; 64; 
2955.270264; -92.933350; 90.000000; -92.384033; 90.005493; -1.613758; 1.570917; -0.349115; -0.007677; -0.709767; -1.452506; 1.783424; 0.384069; -0.916166; -0.404675; 0; 0; 198; 64; 
2955.274414; -92.993774; 90.000000; -92.471924; 90.005493; -1.615270; 1.570920; -0.342590; -0.004561; -0.718946; -1.452649; 1.690767; 0.403214; -0.773339; -0.351573; 0; 0; 199; 64; 
2955.278320; -92.977295; 90.000000; -92.554321; 90.005493; -1.616714; 1.570863; -0.330851; -0.007549; -0.726377; -1.452745; 1.620573; 0.380357; -0.607013; -0.324717; 0; 0; 200; 64; 
2955.282227; -93.098145; 90.000000; -92.636719; 90.000000; -1.618063; 1.570808; -0.312412; -0.008981; -0.734502; -1.452793; 1.575247; 0.365217; -0.605792; -0.283822; 0; 0; 201; 64; 
2955.286377; -93.147583; 90.000000; -92.713623; 89.994507; -1.619295; 1.570687; -0.290510; -0.016044; -0.742172; -1.452745; 1.555593; 0.316573; -0.861843; -0.212104; 0; 0; 202; 64; 
2955.290283; -93.202515; 90.000000; -92.785034; 89.989014; -1.620510; 1.570577; -0.281138; -0.018738; -0.749530; -1.452602; 1.503850; 0.288051; -1.067537; -0.116886; 0; 0; 203; 64; 
2955.294434; -93.246460; 90.000000; -92.850952; 89.983521; -1.621640; 1.570409; -0.271830; -0.024862; -0.756529; -1.452314; 1.485800; 0.232374; -1.186560; -0.013123; 0; 0; 204; 64; 
2955.298340; -93.301392; 90.000000; -92.916870; 89.972534; -1.622734; 1.570184; -0.265262; -0.033434; -0.763288; -1.451835; 1.470959; 0.157161; -1.217689; 0.130009; 0; 0; 205; 64; 
2955.302246; -93.279419; 90.000000; -92.977295; 89.961548; -1.623745; 1.570049; -0.253790; -0.027811; -0.768680; -1.451211; 1.489410; 0.148663; -1.178320; 0.228889; 0; 0; 206; 64; 
2955.306396; -93.400269; 90.000000; -93.037720; 89.950562; -1.624772; 1.569856; -0.247667; -0.028769; -0.775056; -1.450396; 1.471360; 0.093377; -1.279031; 0.264901; 0; 0; 207; 64; 
2955.310303; -93.449707; 90.000000; -93.092651; 89.945068; -1.625751; 1.569732; -0.241348; -0.022631; -0.781288; -1.449438; 1.470157; 0.078529; -1.549730; 0.267953; 0; 0; 208; 64; 
2955.314453; -93.499146; 90.000000; -93.153076; 89.934082; -1.626723; 1.569530; -0.242106; -0.027167; -0.787423; -1.448287; 1.465744; 0.008298; -1.720939; 0.275277; 0; 0; 209; 64; 
2955.318359; -93.548584; 90.000000; -93.202515; 89.923096; -1.627651; 1.569394; -0.241270; -0.024408; -0.793511; -1.446993; 1.493020; -0.014852; -1.801202; 0.302744; 0; 0; 210; 64; 
2955.322510; -93.603516; 90.000000; -93.257446; 89.912109; -1.628588; 1.569186; -0.242785; -0.030034; -0.799575; -1.445507; 1.514279; -0.083325; -1.833552; 0.346080; 0; 0; 211; 64; 
2955.326416; -93.587036; 90.000000; -93.312378; 89.906616; -1.629600; 1.569122; -0.251546; -0.019074; -0.804417; -1.443925; 1.497031; -0.059979; -1.704154; 0.350047; 0; 0; 212; 64; 
2955.330566; -93.707886; 90.000000; -93.372803; 89.901123; -1.630597; 1.569055; -0.253066; -0.012370; -0.810409; -1.442247; 1.504652; -0.062617; -1.696829; 0.264290; 0; 0; 213; 64; 
2955.334473; -93.762817; 90.000000; -93.422241; 89.895630; -1.631506; 1.568896; -0.244607; -0.019699; -0.816426; -1.440426; 1.565220; -0.128550; -1.880245; 0.237434; 0; 0; 214; 64; 
2955.338379; -93.817749; 90.000000; -93.477173; 89.890137; -1.632462; 1.568797; -0.246772; -0.019481; -0.822394; -1.438508; 1.583671; -0.142225; -1.984313; 0.273751; 0; 0; 215; 64; 
2955.342529; -93.878174; 90.000000; -93.532104; 89.884644; -1.633435; 1.568776; -0.251382; -0.011022; -0.828458; -1.436543; 1.599715; -0.114777; -2.072207; 0.250252; 0; 0; 216; 64; 
2955.346436; -93.927612; 90.000000; -93.587036; 89.879150; -1.634373; 1.568677; -0.251834; -0.013986; -0.834498; -1.434482; 1.647848; -0.148672; -2.145756; 0.215461; 0; 0; 217; 64; 
2955.350586; -93.916626; 90.000000; -93.641968; 89.873657; -1.635309; 1.568568; -0.252375; -0.018131; -0.839363; -1.432324; 1.698790; -0.180027; -2.023682; 0.246284; 0; 0; 218; 64; 
2955.354492; -94.042969; 90.000000; -93.696899; 89.873657; -1.636309; 1.568534; -0.256022; -0.012807; -0.845451; -1.430119; 1.710021; -0.160784; -1.973022; 0.260933; 0; 0; 219; 64; 
2955.358398; -94.103394; 90.000000; -93.751831; 89.873657; -1.637295; 1.568573; -0.255549; -0.001499; -0.851659; -1.427914; 1.735692; -0.113800; -2.194891; 0.179754; 0; 0; 220; 64; 
2955.362549; -94.158325; 90.000000; -93.806763; 89.868164; -1.638248; 1.568526; -0.255585; -0.004498; -0.857843; -1.425661; 1.784226; -0.138513; -2.385632; 0.098270; 0; 0; 221; 64; 
2955.366455; -94.224243; 90.000000; -93.867188; 89.868164; -1.639252; 1.568532; -0.263502; -0.002745; -0.864146; -1.423408; 1.807892; -0.124057; -2.453993; 0.068667; 0; 0; 222; 64; 
2955.370605; -94.279175; 90.000000; -93.922119; 89.868164; -1.640257; 1.568535; -0.269067; -0.002358; -0.870474; -1.421155; 1.850008; -0.114875; -2.455214; 0.043336; 0; 0; 223; 64; 
2955.374512; -94.268188; 90.000000; -93.977051; 89.868164; -1.641249; 1.568534; -0.270268; -0.002825; -0.875651; -1.418902; 1.910576; -0.108135; -2.313303; 0.032044; 0; 0; 224; 64; 
2955.378662; -94.400024; 90.000000; -94.037476; 89.868164; -1.642294; 1.568533; -0.272559; -0.003308; -0.882051; -1.416649; 1.938654; -0.100907; -2.247688; 0.032350; 0; 0; 225; 64; 
2955.382568; -94.460449; 90.000000; -94.092407; 89.868164; -1.643286; 1.568532; -0.266713; -0.003352; -0.888546; -1.414396; 1.999222; -0.092311; -2.400586; 0.035707; 0; 0; 226; 64; 
2955.386475; -94.520874; 90.000000; -94.152832; 89.868164; -1.644317; 1.568533; -0.268927; -0.002978; -0.894994; -1.412143; 2.027700; -0.083032; -2.526933; 0.035707; 0; 0; 227; 64; 
2955.390625; -94.581299; 90.000000; -94.213257; 89.868164; -1.645326; 1.568534; -0.269877; -0.002504; -0.901514; -1.409890; 2.075834; -0.074436; -2.600177; 0.031434; 0; 0; 228; 64; 
2955.394531; -94.636230; 90.000000; -94.268188; 89.868164; -1.646372; 1.568536; -0.274761; -0.002163; -0.908009; -1.407637; 2.105516; -0.067110; -2.633442; 0.025330; 0; 0; 229; 64; 
2955.398682; -94.630737; 90.000000; -94.328613; 89.868164; -1.647415; 1.568537; -0.277289; -0.001994; -0.913306; -1.405383; 2.148435; -0.060858; -2.497024; 0.020142; 0; 0; 230; 64; 
2955.402588; -94.757080; 90.000000; -94.389038; 89.868164; -1.648477; 1.568537; -0.277367; -0.001931; -0.919802; -1.403130; 2.181326; -0.055291; -2.439344; 0.016785; 0; 0; 231; 64; 
2955.406738; -94.817505; 90.000000; -94.449463; 89.868164; -1.649524; 1.568537; -0.274208; -0.001835; -0.926321; -1.400877; 2.220234; -0.049821; -2.587359; 0.014649; 0; 0; 232; 64; 
2955.410645; -94.877930; 90.000000; -94.509888; 89.868164; -1.650574; 1.568537; -0.274748; -0.001732; -0.932769; -1.398624; 2.253125; -0.044741; -2.694174; 0.012818; 0; 0; 233; 64; 
2955.414551; -94.938354; 90.000000; -94.570313; 89.868164; -1.651637; 1.568538; -0.277691; -0.001603; -0.939265; -1.396371; 2.282406; -0.039955; -2.746971; 0.010987; 0; 0; 234; 64; 
2955.418701; -94.993286; 90.000000; -94.630737; 89.868164; -1.652700; 1.568538; -0.279934; -0.001438; -0.945688; -1.394118; 2.318506; -0.035364; -2.763756; 0.008850; 0; 0; 235; 64; 
2955.422607; -94.982300; 90.000000; -94.691162; 89.868164; -1.653795; 1.568539; -0.284028; -0.001303; -0.950865; -1.391865; 2.341770; -0.031262; -2.614216; 0.006714; 0; 0; 236; 64; 
2955.426758; -95.114136; 90.000000; -94.757080; 89.868164; -1.654944; 1.568539; -0.288873; -0.001217; -0.957145; -1.389612; 2.338160; -0.027648; -2.495193; 0.004578; 0; 0; 237; 64; 
2955.430664; -95.174561; 90.000000; -94.822998; 89.868164; -1.656038; 1.568540; -0.283737; -0.001108; -0.963401; -1.387359; 2.374260; -0.024131; -2.580340; 0.003052; 0; 0; 238; 64; 
2955.434570; -95.229492; 90.000000; -94.888916; 89.868164; -1.657199; 1.568540; -0.288615; -0.001028; -0.969489; -1.385106; 2.361826; -0.021005; -2.625813; 0.001526; 0; 0; 239; 64; 
2955.438721; -95.295410; 90.000000; -94.949341; 89.868164; -1.658331; 1.568540; -0.289584; -0.000944; -0.975529; -1.382853; 2.378271; -0.018075; -2.612384; 0.000305; 0; 0; 240; 64; 
2955.442627; -95.350342; 90.000000; -95.015259; 89.868164; -1.659492; 1.568540; -0.292527; -0.000874; -0.981401; -1.380600; 2.379876; -0.015438; -2.581866; -0.000305; 0; 0; 241; 64; 
2955.446777; -95.339355; 90.000000; -95.086670; 89.868164; -1.660683; 1.568541; -0.296798; -0.000785; -0.985907; -1.378347; 2.369848; -0.012898; -2.378307; -0.001526; 0; 0; 242; 64; 
2955.450684; -95.471191; 90.000000; -95.152588; 89.868164; -1.661893; 1.568541; -0.297468; -0.000734; -0.991540; -1.376094; 2.354205; -0.010749; -2.245247; -0.002441; 0; 0; 243; 64; 
2955.454834; -95.526123; 90.000000; -95.223999; 89.868164; -1.663118; 1.568541; -0.297313; -0.000671; -0.996908; -1.373841; 2.327732; -0.008698; -2.292245; -0.003052; 0; 0; 244; 64; 
2955.458740; -95.586548; 90.000000; -95.295410; 89.868164; -1.664343; 1.568541; -0.298465; -0.000612; -1.002109; -1.371588; 2.303665; -0.006842; -2.282479; -0.003662; 0; 0; 245; 64; 
2955.462646; -95.641479; 90.000000; -95.361328; 89.868164; -1.665533; 1.568541; -0.295945; -0.000544; -1.007095; -1.369335; 2.301659; -0.005084; -2.265389; -0.004578; 0; 0; 246; 64; 
2955.466797; -95.701904; 90.000000; -95.432739; 89.868164; -1.666760; 1.568542; -0.297967; -0.000485; -1.011913; -1.367082; 2.272779; -0.003521; -2.238838; -0.005188; 0; 0; 247; 64; 
2955.470703; -95.690918; 90.000000; -95.504150; 89.868164; -1.667989; 1.568542; -0.299298; -0.000442; -1.015316; -1.364828; 2.247910; -0.002153; -2.052065; -0.005799; 0; 0; 248; 64; 
2955.474854; -95.822754; 90.000000; -95.570068; 89.868164; -1.669206; 1.568542; -0.295904; -0.000415; -1.019726; -1.362575; 2.227855; -0.000981; -1.947386; -0.006104; 0; 0; 249; 64; 
2955.478760; -95.877686; 90.000000; -95.641479; 89.868164; -1.670449; 1.568542; -0.294901; -0.000367; -1.023849; -1.360322; 2.183733; 0.000191; -2.018494; -0.006104; 0; 0; 250; 64; 
2955.482910; -95.932617; 90.000000; -95.712891; 89.868164; -1.671627; 1.568542; -0.289943; -0.000315; -1.027827; -1.358069; 2.176513; 0.001265; -2.059084; -0.006409; 0; 0; 251; 64; 
2955.486816; -95.993042; 90.000000; -95.784302; 89.868164; -1.672853; 1.568542; -0.292779; -0.000262; -1.031542; -1.355816; 2.132792; 0.002242; -2.063662; -0.007019; 0; 0; 252; 64; 
2955.490723; -96.053467; 90.000000; -95.850220; 89.868164; -1.674052; 1.568542; -0.292589; -0.000231; -1.035137; -1.353563; 2.111934; 0.003024; -2.023072; -0.007324; 0; 0; 253; 64; 
2955.494873; -96.042480; 90.000000; -95.916138; 89.868164; -1.675213; 1.568542; -0.288222; -0.000208; -1.037390; -1.351310; 2.111533; 0.003707; -1.886349; -0.007324; 0; 0; 254; 64; 
2955.498779; -96.168823; 90.000000; -95.987549; 89.868164; -1.676370; 1.568543; -0.282696; -0.000170; -1.040674; -1.349057; 2.099901; 0.004391; -1.860408; -0.007324; 0; 0; 255; 64; 
2955.502930; -96.223755; 90.000000; -96.053467; 89.868164; -1.677530; 1.568543; -0.279493; -0.000153; -1.043767; -1.346804; 2.073828; 0.004879; -2.005066; -0.007324; 0; 0; 0; 64; 
2955.506836; -96.284180; 90.000000; -96.119385; 89.868164; -1.678671; 1.568543; -0.278905; -0.000125; -1.046763; -1.344551; 2.055779; 0.005368; -2.078616; -0.007324; 0; 0; 1; 64; 
2955.510986; -96.344604; 90.000000; -96.185303; 89.868164; -1.679793; 1.568543; -0.278312; -0.000100; -1.049615; -1.342298; 2.049762; 0.005759; -2.107303; -0.007019; 0; 0; 2; 64; 
2955.514893; -96.405029; 90.000000; -96.245728; 89.868164; -1.680921; 1.568543; -0.279274; -0.000083; -1.052443; -1.340045; 2.039734; 0.006052; -2.112186; -0.007019; 0; 0; 3; 64; 
2955.518799; -96.394043; 90.000000; -96.311646; 89.868164; -1.682052; 1.568543; -0.280360; -0.000054; -1.053952; -1.337792; 2.030910; 0.006345; -1.966002; -0.006714; 0; 0; 4; 64; 
2955.522949; -96.520386; 90.000000; -96.377563; 89.868164; -1.683174; 1.568543; -0.277529; -0.000015; -1.056565; -1.335539; 2.025695; 0.006638; -1.892453; -0.006714; 0; 0; 5; 64; 
2955.526855; -96.580811; 90.000000; -96.443481; 89.868164; -1.684288; 1.568543; -0.273832; -0.000004; -1.059034; -1.333286; 2.016469; 0.006735; -2.010865; -0.006714; 0; 0; 6; 64; 
2955.531006; -96.641235; 90.000000; -96.503906; 89.868164; -1.685376; 1.568543; -0.271292; -0.000008; -1.061478; -1.331033; 2.017673; 0.006735; -2.096927; -0.006409; 0; 0; 7; 64; 
2955.534912; -96.696167; 90.000000; -96.569824; 89.868164; -1.686480; 1.568472; -0.273116; -0.007346; -1.063755; -1.328732; 2.006041; -0.032532; -2.087771; 0.035707; 0; 0; 8; 64; 
2955.538818; -96.756592; 90.000000; -96.630249; 89.868164; -1.687553; 1.568478; -0.271054; -0.003585; -1.066032; -1.326431; 2.016068; -0.013093; -2.054811; 0.077822; 0; 0; 9; 64; 
2955.542969; -96.751099; 90.000000; -96.690674; 89.868164; -1.688660; 1.568564; -0.272498; 0.008010; -1.067111; -1.324178; 2.001227; 0.040337; -2.011780; 0.012513; 0; 0; 10; 64; 
2955.546875; -96.740112; 90.000000; -96.756592; 89.868164; -1.689764; 1.568496; -0.272538; -0.001317; -1.066871; -1.321877; 1.990397; -0.016219; -1.727042; -0.030213; 0; 0; 11; 64; 
2955.551025; -96.729126; 90.000000; -96.817017; 89.868164; -1.690818; 1.568488; -0.262226; -0.002499; -1.065386; -1.319576; 2.000826; -0.016512; -1.313822; 0.008545; 0; 0; 12; 64; 
2955.554932; -96.992798; 90.000000; -96.882935; 89.868164; -1.691884; 1.568489; -0.249455; -0.001506; -1.067423; -1.317275; 1.969941; -0.010261; -1.504868; 0.028382; 0; 0; 13; 64; 
2955.559082; -97.047729; 90.000000; -96.943359; 89.868164; -1.692892; 1.568494; -0.240303; -0.000061; -1.069388; -1.314974; 1.948682; -0.004986; -2.124699; 0.025025; 0; 0; 14; 64; 
2955.562988; -97.113647; 90.000000; -96.998291; 89.868164; -1.693928; 1.568497; -0.249909; 0.000708; -1.071425; -1.312673; 1.908170; -0.003521; -2.438734; 0.011902; 0; 0; 15; 64; 
2955.566895; -97.174072; 90.000000; -97.058716; 89.868164; -1.695011; 1.568498; -0.266896; 0.000672; -1.073534; -1.310372; 1.872872; -0.004791; -2.453383; 0.001831; 0; 0; 16; 64; 
2955.571045; -97.234497; 90.000000; -97.119141; 89.868164; -1.696050; 1.568497; -0.273349; 0.000197; -1.075619; -1.308071; 1.901351; -0.006940; -2.324595; 0.000000; 0; 0; 17; 64; 
2955.574951; -97.223511; 90.000000; -97.174072; 89.868164; -1.697095; 1.568495; -0.274715; -0.000149; -1.076530; -1.305770; 1.937050; -0.007916; -2.085330; 0.004273; 0; 0; 18; 64; 
2955.579102; -97.355347; 90.000000; -97.234497; 89.868164; -1.698147; 1.568495; -0.271012; -0.000218; -1.078639; -1.303469; 1.964726; -0.007819; -1.991028; 0.008545; 0; 0; 19; 64; 
2955.583008; -97.415771; 90.000000; -97.294922; 89.868164; -1.699146; 1.568495; -0.261245; -0.000082; -1.080796; -1.301168; 2.010051; -0.007233; -2.171392; 0.010681; 0; 0; 20; 64; 
2955.587158; -97.470703; 90.000000; -97.355347; 89.862671; -1.700160; 1.568424; -0.259485; -0.007278; -1.082882; -1.298819; 2.029305; -0.046207; -2.291940; 0.052492; 0; 0; 21; 64; 
