TIME; AESA DEMAND(º);BULK DEMAND(º);AESA Current Position PRM(º);Bulk Current Position PRM(º);AESA Current Position EST(rad);Bulk Current Position EST(rad);AESA Current Velocity EST(rad/s);Bulk Current Velocity EST(rad/s);AESA Integral Control;Bulk Integral Control;AESA Disturbance EST;Bulk Disturbance EST;AESA Torque;Bulk Torque;AESA Control Mode;Bulk Control Mode;MSG Counter; MDU Status
1046.677002; 92.422485; -104.364624; 92.719116; -92.845459; 1.624678; -1.627957; 1.604768; -1.881335; 0.008317; -26.851118; -1.685495; 1.966549; 2.695395; -2.320322; 0; 0; 147; 64; 
1046.681030; 92.801514; -105.194092; 93.081665; -93.279419; 1.631077; -1.635575; 1.612194; -1.890300; 0.003403; -27.059069; -1.705751; 1.904426; 2.562639; -2.088992; 0; 0; 148; 64; 
1046.685059; 93.180542; -105.606079; 93.444214; -93.713379; 1.637392; -1.643155; 1.605029; -1.888360; -0.001222; -27.266636; -1.786073; 1.878247; 2.575152; -2.252266; 0; 0; 149; 64; 
1046.689087; 93.554077; -106.018066; 93.812256; -94.147339; 1.643765; -1.650656; 1.605545; -1.882728; -0.005680; -27.473867; -1.815555; 1.896611; 2.608112; -2.369762; 0; 0; 150; 64; 
1046.693115; 93.938599; -106.430054; 94.180298; -94.581299; 1.650216; -1.658320; 1.613799; -1.898180; -0.009923; -27.680668; -1.802820; 1.815342; 2.652974; -2.370067; 0; 0; 151; 64; 
1046.697021; 94.312134; -106.842041; 94.548340; -95.015259; 1.656661; -1.665915; 1.619256; -1.901648; -0.013997; -22.144535; -1.812647; 1.808309; 2.726829; -0.008240; 0; -1; 152; 64; 
1046.701050; 94.691162; -106.842041; 94.910889; -95.449219; 1.662992; -1.673378; 1.611811; -1.844495; -0.017808; -17.715628; -1.901694; 1.818077; 2.484817; 3.468734; 0; -1; 153; 64; 
1046.705078; 95.070190; -107.666016; 95.273438; -95.883179; 1.669201; -1.680538; 1.588823; -1.712315; -0.021331; -14.172503; -2.033458; 1.775880; 1.475570; 4.495987; 0; -1; 154; 64; 
1046.709106; 95.443726; -108.083496; 95.635986; -96.311646; 1.675548; -1.687670; 1.568012; -1.612928; -0.024687; -11.338002; -2.005280; 1.434004; -0.073855; 3.480941; 0; -1; 155; 64; 
1046.713135; 95.800781; -108.489990; 95.993042; -96.718140; 1.681533; -1.694417; 1.490078; -1.541478; -0.028091; -9.070402; -2.094026; 1.122994; -1.216163; 1.359294; 0; -1; 156; 64; 
1046.717163; 96.108398; -108.907471; 96.300659; -97.075195; 1.686267; -1.700157; 1.293277; -1.443604; -0.031494; -9.070402; -2.680350; 1.273029; -1.085543; -1.593982; 0; 0; 157; 64; 
1046.721191; 96.416016; -109.324951; 96.608276; -97.426758; 1.691142; -1.706308; 1.184141; -1.482667; -0.034898; -9.277969; -2.732895; 1.059698; 0.517899; -3.946654; 0; 0; 158; 64; 
1046.725098; 96.707153; -109.324951; 96.915894; -97.767334; 1.696392; -1.712431; 1.188070; -1.552548; -0.038541; -9.479592; -2.369890; 1.015157; 2.560808; -4.288766; 0; 0; 159; 64; 
1046.729126; 96.981812; -110.143433; 97.196045; -98.080444; 1.701235; -1.717867; 1.193872; -1.530614; -0.042328; -9.690131; -2.310526; 1.509802; 3.713492; -4.347667; 0; 0; 160; 64; 
1046.733154; 97.256470; -110.560913; 97.465210; -98.399048; 1.705907; -1.723309; 1.202542; -1.509802; -0.045971; -9.902348; -2.393355; 1.942325; 3.908200; -5.093844; 0; 0; 161; 64; 
1046.737183; 97.553101; -110.967407; 97.761841; -98.739624; 1.711336; -1.729434; 1.287330; -1.573769; -0.049590; -10.115810; -2.071063; 1.963033; 3.687551; -5.369121; 0; 0; 162; 64; 
1046.741211; 97.866211; -111.379395; 98.052979; -99.096680; 1.716625; -1.735986; 1.324391; -1.659931; -0.052826; -10.330233; -2.021225; 1.896220; 3.749504; -4.809107; 0; 0; 163; 64; 
1046.745239; 98.184814; -111.791382; 98.344116; -99.453735; 1.721686; -1.742450; 1.324799; -1.691823; -0.055559; -10.545565; -2.186282; 2.052506; 4.324778; -4.011048; 0; 0; 164; 64; 
1046.749268; 98.530884; -111.791382; 98.657227; -99.849243; 1.727477; -1.749578; 1.407590; -1.760151; -0.057788; -10.754042; -1.951030; 1.888406; 4.776452; -2.860805; 0; 0; 165; 64; 
1046.753174; 98.882446; -112.615356; 99.003296; -100.244751; 1.733930; -1.756665; 1.536647; -1.776825; -0.059921; -10.969950; -1.546911; 1.869652; 4.240852; -1.908017; 0; 0; 166; 64; 
1046.757202; 99.217529; -113.032837; 99.343872; -100.634766; 1.740096; -1.763355; 1.580265; -1.727723; -0.062054; -11.186337; -1.590632; 2.080247; 2.716147; -2.003235; 0; 0; 167; 64; 
1046.761230; 99.569092; -113.444824; 99.667969; -101.035767; 1.745673; -1.770234; 1.515815; -1.716137; -0.063755; -11.402964; -2.023030; 2.076731; 1.785028; -2.440565; 0; 0; 168; 64; 
1046.765259; 99.920654; -113.856812; 100.008545; -101.436768; 1.751476; -1.777267; 1.475606; -1.733716; -0.065242; -11.619782; -2.146672; 1.975145; 2.084109; -2.667013; 0; 0; 169; 64; 
1046.769287; 100.266724; -114.268799; 100.360107; -101.832275; 1.757588; -1.784192; 1.487098; -1.739247; -0.066823; -11.836888; -2.010194; 1.980224; 2.552263; -2.701498; 0; 0; 170; 64; 
1046.773315; 100.607300; -114.268799; 100.706177; -102.222290; 1.763631; -1.790964; 1.498225; -1.727418; -0.068453; -12.047188; -1.954139; 2.081810; 2.578814; -2.502518; 0; 0; 171; 64; 
1046.777222; 100.969849; -115.092773; 101.052246; -102.628784; 1.769790; -1.798157; 1.517991; -1.757789; -0.069939; -12.264773; -1.860780; 1.918882; 2.515641; -2.360302; 0; 0; 172; 64; 
1046.781250; 101.321411; -115.504761; 101.392822; -103.029785; 1.775745; -1.805252; 1.509301; -1.766056; -0.071185; -12.482502; -1.927264; 1.875903; 2.681356; -2.434767; 0; 0; 173; 64; 
1046.785278; 101.667480; -115.916748; 101.727905; -103.425293; 1.781404; -1.812027; 1.475751; -1.740243; -0.072167; -12.700567; -2.144065; 2.030236; 2.964873; -2.617267; 0; 0; 174; 64; 
1046.789307; 102.019043; -116.334229; 102.062988; -103.820801; 1.787321; -1.818892; 1.483929; -1.734847; -0.072983; -12.918921; -2.141157; 2.079856; 3.115940; -2.932524; 0; 0; 175; 64; 
1046.793335; 102.370605; -116.740723; 102.409058; -104.221802; 1.793354; -1.826020; 1.503408; -1.763949; -0.073558; -13.137417; -2.095731; 1.979833; 3.201392; -3.004547; 0; 0; 176; 64; 
1046.797363; 102.738647; -116.740723; 102.760620; -104.633789; 1.799696; -1.833366; 1.548898; -1.806570; -0.073965; -13.348722; -1.923253; 1.829017; 3.308512; -2.376782; 0; 0; 177; 64; 
1046.801392; 103.095703; -117.575684; 103.106689; -105.040283; 1.805711; -1.840482; 1.547265; -1.798795; -0.074061; -13.567411; -2.044890; 1.884108; 3.342387; -1.929380; 0; 0; 178; 64; 
1046.805298; 103.458252; -117.982178; 103.458252; -105.452271; 1.811931; -1.847582; 1.565658; -1.782826; -0.074014; -13.786148; -2.044790; 1.917709; 3.158971; -2.197943; 0; 0; 179; 64; 
1046.809326; 103.837280; -118.394165; 103.826294; -105.875244; 1.818483; -1.855052; 1.606992; -1.815937; -0.073822; -14.004692; -1.893571; 1.720007; 2.835475; -2.257759; 0; 0; 180; 64; 
1046.813354; 104.199829; -118.811646; 104.183350; -106.287231; 1.824786; -1.862320; 1.602305; -1.819627; -0.073511; -14.223188; -1.971587; 1.712193; 2.699667; -2.108219; 0; 0; 181; 64; 
1046.817383; 104.562378; -119.218140; 104.534912; -106.699219; 1.830776; -1.869409; 1.563495; -1.800692; -0.072983; -14.441732; -2.209847; 1.806746; 2.846461; -2.151860; 0; 0; 182; 64; 
1046.821411; 104.930420; -119.218140; 104.891968; -107.111206; 1.836931; -1.876643; 1.556102; -1.803499; -0.072240; -14.653038; -2.264799; 1.779006; 3.155919; -1.982482; 0; 0; 183; 64; 
1046.825439; 105.309448; -120.042114; 105.254517; -107.534180; 1.843397; -1.884103; 1.588369; -1.825481; -0.071306; -14.871343; -2.134839; 1.630143; 3.347270; -1.789911; 0; 0; 184; 64; 
1046.829468; 105.677490; -120.454102; 105.622559; -107.951660; 1.849944; -1.891390; 1.621531; -1.819817; -0.070347; -15.089552; -2.040478; 1.622719; 3.157445; -1.939146; 0; 0; 185; 64; 
1046.833374; 106.051025; -120.866089; 105.990601; -108.369141; 1.856399; -1.898661; 1.629701; -1.817939; -0.069292; -15.307665; -2.069859; 1.615686; 2.779931; -2.074038; 0; 0; 186; 64; 
1046.837402; 106.419067; -121.283569; 106.347656; -108.786621; 1.862499; -1.905882; 1.590449; -1.814493; -0.067998; -15.525826; -2.307016; 1.635613; 2.797937; -2.197333; 0; 0; 187; 64; 
1046.841431; 106.798096; -121.695557; 106.710205; -109.209595; 1.868878; -1.913336; 1.592073; -1.838287; -0.066512; -15.743794; -2.292074; 1.523478; 3.212073; -2.171392; 0; 0; 188; 64; 
1046.845459; 107.171631; -121.695557; 107.089233; -109.627075; 1.875529; -1.920639; 1.628827; -1.838470; -0.065074; -15.954477; -2.139552; 1.548093; 3.337809; -1.738334; 0; 0; 189; 64; 
1046.849487; 107.539673; -122.519531; 107.457275; -110.039063; 1.882108; -1.927824; 1.648222; -1.817544; -0.063683; -16.172302; -2.117391; 1.625845; 2.921232; -1.671499; 0; 0; 190; 64; 
1046.853516; 107.913208; -122.931519; 107.825317; -110.462036; 1.888478; -1.935142; 1.630698; -1.816155; -0.062125; -16.389984; -2.246248; 1.580913; 2.593768; -2.094790; 0; 0; 191; 64; 
1046.857422; 108.292236; -123.343506; 108.193359; -110.885010; 1.894765; -1.942573; 1.603379; -1.836065; -0.060351; -16.607473; -2.370291; 1.483234; 2.871487; -2.212287; 0; 0; 192; 64; 
1046.861450; 108.671265; -123.755493; 108.566895; -111.302490; 1.901332; -1.949949; 1.619037; -1.846205; -0.058529; -16.824820; -2.278838; 1.465261; 3.291421; -2.122562; 0; 0; 193; 64; 
1046.865479; 109.039307; -124.167480; 108.945923; -111.719971; 1.908058; -1.957156; 1.654019; -1.833415; -0.056852; -17.042118; -2.146973; 1.560205; 3.159886; -2.117679; 0; 0; 194; 64; 
1046.869507; 109.418335; -124.167480; 109.313965; -112.137451; 1.914544; -1.964497; 1.649946; -1.837775; -0.055054; -17.252083; -2.228799; 1.550828; 2.858669; -1.875057; 0; 0; 195; 64; 
1046.873535; 109.797363; -124.991455; 109.682007; -112.560425; 1.920867; -1.971907; 1.623590; -1.842770; -0.053017; -17.469046; -2.383528; 1.507458; 3.002411; -1.726737; 0; 0; 196; 64; 
1046.877563; 110.176392; -125.408936; 110.066528; -112.983398; 1.927591; -1.979218; 1.649188; -1.833636; -0.051052; -17.685961; -2.251763; 1.525822; 3.076876; -2.010559; 0; 0; 197; 64; 
1046.881592; 110.555420; -125.820923; 110.445557; -113.400879; 1.934336; -1.986541; 1.670080; -1.834608; -0.049134; -17.902731; -2.171741; 1.525040; 2.771996; -2.212592; 0; 0; 198; 64; 
1046.885498; 110.934448; -126.232910; 110.824585; -113.823853; 1.940960; -1.993966; 1.665686; -1.849584; -0.047169; -18.119310; -2.200722; 1.475810; 2.624897; -2.239448; 0; 0; 199; 64; 
1046.889526; 111.318970; -126.644897; 111.198120; -114.246826; 1.947403; -2.001319; 1.641174; -1.852446; -0.045084; -18.335745; -2.317745; 1.500816; 2.863247; -2.172613; 0; 0; 200; 64; 
1046.893555; 111.692505; -126.644897; 111.577148; -114.664307; 1.954047; -2.008579; 1.649807; -1.842824; -0.043047; -18.544893; -2.269111; 1.580522; 3.051241; -1.888791; 0; 0; 201; 64; 
1046.897583; 112.077026; -127.468872; 111.967163; -115.081787; 1.960872; -2.015895; 1.677900; -1.835861; -0.041129; -18.761089; -2.143764; 1.598886; 2.806177; -1.866207; 0; 0; 202; 64; 
1046.901611; 112.461548; -127.880859; 112.346191; -115.510254; 1.967598; -2.023422; 1.681818; -1.852634; -0.039116; -18.976997; -2.134738; 1.485187; 2.553789; -2.125614; 0; 0; 203; 64; 
1046.905640; 112.846069; -128.298340; 112.725220; -115.933228; 1.974163; -2.030818; 1.663103; -1.856195; -0.037007; -19.192715; -2.218470; 1.490267; 2.672201; -2.148503; 0; 0; 204; 64; 
1046.909546; 113.230591; -128.704834; 113.109741; -116.350708; 1.980837; -2.038066; 1.663959; -1.843515; -0.034945; -19.408335; -2.199718; 1.584429; 2.797327; -2.228156; 0; 0; 205; 64; 
1046.913574; 113.609619; -129.116821; 113.494263; -116.773682; 1.987612; -2.045391; 1.677576; -1.843711; -0.032932; -19.623812; -2.129424; 1.608263; 2.692343; -2.355724; 0; 0; 206; 64; 
1046.917603; 113.994141; -129.116821; 113.884277; -117.196655; 1.994416; -2.052808; 1.687748; -1.855198; -0.030966; -19.831905; -2.072968; 1.585210; 2.562029; -2.059694; 0; 0; 207; 64; 
1046.921631; 114.384155; -129.946289; 114.263306; -117.619629; 2.001048; -2.060206; 1.674645; -1.854774; -0.028881; -20.047094; -2.134638; 1.589899; 2.597736; -1.878719; 0; 0; 208; 64; 
1046.925659; 114.768677; -130.358276; 114.647827; -118.037109; 2.007709; -2.067498; 1.669533; -1.839958; -0.026771; -20.262138; -2.149479; 1.647334; 2.659688; -2.206793; 0; 0; 209; 64; 
1046.929688; 115.158691; -130.770264; 115.037842; -118.460083; 2.014498; -2.074879; 1.680573; -1.845787; -0.024662; -20.476992; -2.081692; 1.630143; 2.610858; -2.428053; 0; 0; 210; 64; 
1046.933716; 115.543213; -131.182251; 115.422363; -118.883057; 2.021251; -2.082296; 1.683712; -1.857471; -0.022505; -20.691654; -2.059430; 1.612561; 2.617573; -2.453078; 0; 0; 211; 64; 
1046.937622; 115.933228; -131.594238; 115.806885; -119.306030; 2.027920; -2.089639; 1.677468; -1.857489; -0.020275; -20.906172; -2.092522; 1.662572; 2.729881; -2.418592; 0; 0; 212; 64; 
1046.941650; 116.317749; -131.594238; 116.191406; -119.723511; 2.034631; -2.096966; 1.679557; -1.854201; -0.017998; -21.113356; -2.090316; 1.719226; 2.810755; -2.128666; 0; 0; 213; 64; 
1046.945679; 116.713257; -132.418213; 116.581421; -120.151978; 2.041533; -2.104416; 1.701985; -1.858260; -0.015697; -21.327490; -1.986829; 1.691485; 2.719504; -2.002319; 0; 0; 214; 64; 
1046.949707; 117.114258; -132.830200; 116.971436; -120.580444; 2.048455; -2.111992; 1.717315; -1.871579; -0.013276; -21.541288; -1.923052; 1.601230; 2.569964; -2.164678; 0; 0; 215; 64; 
1046.953735; 117.504272; -133.242188; 117.355957; -121.003418; 2.055120; -2.119343; 1.698342; -1.861316; -0.010712; -21.754896; -2.036366; 1.669605; 2.574541; -2.233039; 0; 0; 216; 64; 
1046.957764; 117.894287; -133.654175; 117.740479; -121.426392; 2.061665; -2.126700; 1.673012; -1.855789; -0.007932; -21.968311; -2.171340; 1.712974; 2.804346; -2.366405; 0; 0; 217; 64; 
1046.961792; 118.295288; -134.071655; 118.130493; -121.854858; 2.068576; -2.134221; 1.697349; -1.871193; -0.005056; -22.181534; -2.046193; 1.656321; 3.025605; -2.391125; 0; 0; 218; 64; 
1046.965698; 118.690796; -134.071655; 118.526001; -122.283325; 2.075552; -2.141671; 1.724894; -1.874537; -0.002131; -22.387327; -1.947520; 1.674294; 2.949004; -2.003540; 0; 0; 219; 64; 
1046.969727; 119.086304; -134.895630; 118.916016; -122.706299; 2.082387; -2.149013; 1.726863; -1.857520; 0.000889; -22.600119; -1.991442; 1.748139; 2.673116; -1.906796; 0; 0; 220; 64; 
1046.973755; 119.487305; -135.307617; 119.300537; -123.129272; 2.089066; -2.156411; 1.705983; -1.850033; 0.004124; -22.812672; -2.119396; 1.749311; 2.555925; -2.316965; 0; 0; 221; 64; 
1046.977783; 119.888306; -135.719604; 119.696045; -123.557739; 2.095913; -2.163919; 1.706398; -1.864768; 0.007504; -23.024937; -2.098939; 1.685234; 2.721335; -2.480239; 0; 0; 222; 64; 
1046.981812; 120.283813; -136.131592; 120.091553; -123.986206; 2.102853; -2.171380; 1.719767; -1.873058; 0.010955; -23.236961; -2.031352; 1.684843; 2.888882; -2.441481; 0; 0; 223; 64; 
1046.985840; 120.690308; -136.543579; 120.481567; -124.409180; 2.109731; -2.178827; 1.725536; -1.875684; 0.014551; -23.448746; -2.035764; 1.709458; 2.951445; -2.374035; 0; 0; 224; 64; 
1046.989746; 121.085815; -136.543579; 120.866089; -124.837646; 2.116422; -2.186254; 1.710867; -1.873420; 0.018410; -23.653101; -2.160109; 1.748139; 3.095187; -2.040468; 0; 0; 225; 64; 
1046.993774; 121.497803; -137.367554; 121.261597; -125.266113; 2.123371; -2.193802; 1.729138; -1.877279; 0.022484; -23.864311; -2.106159; 1.705551; 3.217566; -1.880245; 0; 0; 226; 64; 
1046.997803; 121.904297; -137.779541; 121.662598; -125.700073; 2.130475; -2.201327; 1.758980; -1.874882; 0.026679; -24.075186; -2.010695; 1.680936; 3.039338; -2.108219; 0; 0; 227; 64; 
1047.001831; 122.305298; -138.197021; 122.058105; -126.123047; 2.137395; -2.208714; 1.755930; -1.864125; 0.030993; -24.285915; -2.084299; 1.734073; 2.750023; -2.297739; 0; 0; 228; 64; 
1047.005859; 122.717285; -138.609009; 122.448120; -126.551514; 2.144081; -2.216201; 1.723479; -1.870860; 0.035643; -24.496359; -2.272620; 1.711802; 2.871181; -2.422254; 0; 0; 229; 64; 
1047.009888; 123.129272; -139.020996; 122.849121; -126.985474; 2.151101; -2.223852; 1.737349; -1.894436; 0.040509; -24.706419; -2.198415; 1.618421; 3.302408; -2.319102; 0; 0; 230; 64; 
1047.013794; 123.535767; -139.020996; 123.255615; -127.413940; 2.158276; -2.231338; 1.770952; -1.891181; 0.045423; -24.909000; -2.080890; 1.666479; 3.383587; -1.851253; 0; 0; 231; 64; 
1047.017822; 123.947754; -139.844971; 123.656616; -127.847900; 2.165368; -2.238845; 1.785730; -1.881422; 0.050480; -25.118437; -2.091519; 1.682108; 3.083285; -1.704154; 0; 0; 232; 64; 
1047.021851; 124.359741; -140.256958; 124.052124; -128.281860; 2.172221; -2.246406; 1.764154; -1.877977; 0.055897; -25.327490; -2.261189; 1.643036; 2.974639; -2.015748; 0; 0; 233; 64; 
1047.025879; 124.782715; -140.668945; 124.458618; -128.715820; 2.179264; -2.254062; 1.765645; -1.892540; 0.061577; -25.536112; -2.268409; 1.553562; 3.200781; -2.098758; 0; 0; 234; 64; 
1047.029907; 125.194702; -141.080933; 124.865112; -129.149780; 2.186472; -2.261590; 1.787561; -1.891348; 0.067354; -25.744398; -2.191596; 1.570363; 3.304239; -2.063051; 0; 0; 235; 64; 
1047.033936; 125.606689; -141.492920; 125.271606; -129.578247; 2.193642; -2.269107; 1.799961; -1.888447; 0.073226; -25.952349; -2.189791; 1.589508; 3.158971; -2.070376; 0; 0; 236; 64; 
1047.037964; 126.029663; -141.492920; 125.672607; -130.012207; 2.200493; -2.276697; 1.771692; -1.894040; 0.079506; -26.152725; -2.392753; 1.561767; 3.278909; -1.748711; 0; 0; 237; 64; 
1047.041870; 126.447144; -141.492920; 126.079102; -130.446167; 2.207662; -2.284272; 1.786277; -1.890019; 0.085954; -26.345528; -2.350035; 1.546920; 3.515732; -0.964995; 0; 0; 238; 64; 
1047.045898; 126.864624; -142.734375; 126.496582; -130.880127; 2.215006; -2.291720; 1.817966; -1.859810; 0.092426; -26.552471; -2.248955; 1.571926; 3.184912; -1.093478; 0; 0; 239; 64; 
1047.049927; 127.287598; -143.146362; 126.903076; -131.314087; 2.222165; -2.299241; 1.813230; -1.851516; 0.099113; -26.759031; -2.317144; 1.494174; 2.680441; -1.986450; 0; 0; 240; 64; 
1047.053955; 127.710571; -143.146362; 127.304077; -131.748047; 2.229074; -2.306856; 1.774103; -1.875217; 0.106159; -26.958017; -2.500251; 1.372270; 2.888577; -2.013001; 0; 0; 241; 64; 
1047.057983; 128.133545; -143.970337; 127.721558; -132.182007; 2.236356; -2.314583; 1.789760; -1.903420; 0.113350; -21.566414; -2.386536; 1.244897; 3.523667; 0.438551; 0; -1; 242; 64; 
1047.062012; 128.545532; -144.382324; 128.139038; -132.610474; 2.243743; -2.321865; 1.823876; -1.829217; 0.120492; -17.253132; -2.268208; 1.360940; 3.283486; 3.570971; 0; -1; 243; 64; 
1047.065918; 128.968506; -144.794312; 128.540039; -133.033447; 2.250717; -2.328915; 1.799168; -1.698994; 0.127898; -13.802505; -2.456530; 1.355079; 1.943419; 4.271371; 0; -1; 244; 64; 
1047.069946; 129.380493; -145.206299; 128.941040; -133.461914; 2.257485; -2.335981; 1.734903; -1.610840; 0.135616; -11.042005; -2.664305; 1.037818; 0.645772; 3.131809; 0; -1; 245; 64; 
1047.073975; 129.759521; -145.618286; 129.331055; -133.846436; 2.263983; -2.342308; 1.641408; -1.511705; 0.143143; -8.833604; -2.839390; 0.972178; -0.066530; 0.770287; 0; -1; 246; 64; 
1047.078003; 130.111084; -145.618286; 129.693604; -134.203491; 2.269885; -2.348145; 1.508835; -1.450401; 0.150381; -8.833604; -3.117961; 1.024143; 0.019227; -1.836299; 0; 0; 247; 64; 
1047.082031; 130.457153; -146.447754; 130.061646; -134.555054; 2.276027; -2.354381; 1.452526; -1.504988; 0.157284; -9.041170; -2.957116; 0.791667; 1.160924; -3.556017; 0; 0; 248; 64; 
1047.086060; 130.792236; -146.859741; 130.418701; -134.895630; 2.282034; -2.360494; 1.430193; -1.562168; 0.163876; -9.249983; -2.781630; 0.798309; 2.824793; -4.205756; 0; 0; 249; 64; 
1047.090088; 131.105347; -147.271729; 130.748291; -135.214233; 2.287660; -2.365969; 1.412822; -1.542790; 0.170155; -9.460474; -2.819936; 1.296472; 4.051332; -4.462722; 0; 0; 250; 64; 
1047.093994; 131.412964; -147.683716; 131.066895; -135.527344; 2.293283; -2.371340; 1.424704; -1.516037; 0.176219; -9.672690; -2.853028; 1.803230; 4.367199; -5.011750; 0; 0; 251; 64; 
1047.098022; 131.764526; -148.095703; 131.418457; -135.873413; 2.299731; -2.377678; 1.521497; -1.600280; 0.182187; -9.886009; -2.454725; 1.722742; 4.182257; -5.112156; 0; 0; 252; 64; 
1047.102051; 132.121582; -148.095703; 131.775513; -136.235962; 2.306181; -2.384344; 1.582274; -1.686901; 0.188251; -10.093000; -2.278437; 1.650460; 4.156011; -4.035768; 0; 0; 253; 64; 
1047.106079; 132.478638; -148.919678; 132.116089; -136.598511; 2.312162; -2.390800; 1.572511; -1.696626; 0.194627; -10.308045; -2.507671; 1.855586; 4.458144; -3.104648; 0; 0; 254; 64; 
1047.110107; 132.868652; -149.331665; 132.489624; -136.988525; 2.318874; -2.397692; 1.643144; -1.725035; 0.201242; -10.523521; -2.303907; 1.812216; 4.531999; -2.850429; 0; 0; 255; 64; 
1047.114136; 133.269653; -149.743652; 132.890625; -137.389526; 2.326344; -2.404847; 1.767231; -1.764426; 0.207834; -10.739189; -1.838819; 1.681717; 3.813593; -2.418592; 0; 0; 0; 64; 
1047.118164; 133.670654; -150.155640; 133.286133; -137.790527; 2.333486; -2.411983; 1.801431; -1.779783; 0.214545; -10.955001; -1.830396; 1.639129; 2.844325; -1.961119; 0; 0; 1; 64; 
1047.122070; 134.071655; -150.573120; 133.670654; -138.191528; 2.340041; -2.418882; 1.743052; -1.756508; 0.221544; -11.171148; -2.205033; 1.748530; 2.542802; -1.838740; 0; 0; 2; 64; 
1047.126099; 134.472656; -150.573120; 134.071655; -138.592529; 2.346921; -2.425826; 1.729616; -1.742917; 0.228638; -11.380297; -2.246348; 1.776661; 2.689291; -1.725517; 0; 0; 3; 64; 
1047.130127; 134.868164; -151.397095; 134.472656; -138.977051; 2.353966; -2.432434; 1.740552; -1.697683; 0.235517; -11.597067; -2.167730; 1.956000; 2.441481; -2.051149; 0; 0; 4; 64; 
1047.134155; 135.252686; -151.809082; 134.862671; -139.361572; 2.360656; -2.439023; 1.707491; -1.672212; 0.242372; -11.814317; -2.308921; 2.050162; 2.040468; -2.971282; 0; 0; 5; 64; 
1047.138184; 135.653687; -152.221069; 135.252686; -139.762573; 2.367398; -2.446091; 1.683325; -1.722287; 0.249419; -12.031807; -2.331784; 1.848944; 2.395703; -3.337809; 0; 0; 6; 64; 
1047.142212; 136.060181; -152.633057; 135.659180; -140.158081; 2.374585; -2.453211; 1.721033; -1.768081; 0.256418; -12.249537; -2.058227; 1.743060; 3.096713; -3.043001; 0; 0; 7; 64; 
1047.146118; 136.455688; -153.045044; 136.054688; -140.553589; 2.381581; -2.460108; 1.741820; -1.768301; 0.263440; -12.467602; -2.003475; 1.854804; 3.366802; -2.708823; 0; 0; 8; 64; 
1047.150146; 136.856689; -153.045044; 136.450195; -140.949097; 2.388501; -2.466993; 1.752226; -1.758587; 0.270583; -12.678764; -2.047397; 1.961470; 3.286233; -2.349620; 0; 0; 9; 64; 
1047.154175; 137.274170; -153.869019; 136.834717; -141.355591; 2.395181; -2.474131; 1.731458; -1.769786; 0.278229; -12.897213; -2.246348; 1.895829; 3.414106; -2.220222; 0; 0; 10; 64; 
1047.158203; 137.680664; -154.281006; 137.230225; -141.756592; 2.402143; -2.481102; 1.746815; -1.758024; 0.286091; -13.115853; -2.237925; 1.944278; 3.611255; -2.515946; 0; 0; 11; 64; 
1047.162231; 138.098145; -154.698486; 137.642212; -142.163086; 2.409481; -2.488294; 1.798159; -1.778597; 0.294072; -13.334637; -2.057425; 1.852460; 3.412275; -2.654500; 0; 0; 12; 64; 
1047.166260; 138.526611; -155.110474; 138.059692; -142.580566; 2.416910; -2.495649; 1.837221; -1.811826; 0.302198; -13.553373; -1.939899; 1.722352; 3.135166; -2.464064; 0; 0; 13; 64; 
1047.170288; 138.944092; -155.522461; 138.460693; -142.987061; 2.423917; -2.502815; 1.813799; -1.810803; 0.310611; -13.772158; -2.144065; 1.766502; 3.169652; -2.230598; 0; 0; 14; 64; 
1047.174194; 139.361572; -155.522461; 138.867188; -143.393555; 2.430953; -2.509858; 1.799866; -1.792049; 0.319215; -13.983847; -2.274827; 1.869261; 3.380230; -1.955016; 0; 0; 15; 64; 
1047.178223; 139.790039; -156.346436; 139.290161; -143.811035; 2.438454; -2.517099; 1.840791; -1.794202; 0.327892; -14.202679; -2.114383; 1.811435; 3.277993; -1.949217; 0; 0; 16; 64; 
1047.182251; 140.223999; -156.758423; 139.718628; -144.228516; 2.445979; -2.524491; 1.868387; -1.811788; 0.336760; -14.421367; -2.033158; 1.677810; 2.984405; -2.173223; 0; 0; 17; 64; 
1047.186279; 140.657959; -157.170410; 140.125122; -144.645996; 2.452963; -2.531814; 1.824952; -1.821996; 0.346060; -14.639959; -2.314336; 1.629752; 3.204749; -2.149724; 0; 0; 18; 64; 
1047.190308; 141.080933; -157.582397; 140.537109; -145.063477; 2.460186; -2.539051; 1.823016; -1.819734; 0.355575; -14.858503; -2.360865; 1.651241; 3.741569; -2.121036; 0; 0; 19; 64; 
1047.194336; 141.520386; -157.994385; 140.971069; -145.480957; 2.467912; -2.546350; 1.882586; -1.823717; 0.365139; -15.076952; -2.132633; 1.632878; 3.718680; -2.124393; 0; 0; 20; 64; 
1047.198242; 141.954346; -157.994385; 141.394043; -145.898438; 2.475301; -2.553648; 1.886771; -1.826302; 0.374942; -15.288115; -2.233713; 1.624673; 3.418683; -1.803949; 0; 0; 21; 64; 
1047.202271; 142.388306; -158.823853; 141.806030; -146.315918; 2.482392; -2.560923; 1.851131; -1.819574; 0.385128; -15.506467; -2.501655; 1.625454; 3.545946; -1.702628; 0; 0; 22; 64; 
