TIME; TAG; POSITION; SPEED; POLARIZATION; POLARIZATION SPEED; PWENABLE; CHEKSUM; CRC; 
1491.449341; 12499; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x50bf; 0xe7b8; 
1491.453369; 12499; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x50bf; 0x86b8; 
1491.457275; 0; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1fec; 0x7b7; 
1491.461304; 1; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1fed; 0x10b8; 
1491.465332; 2; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1fee; 0xa1b8; 
1491.469360; 2; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1fee; 0xf8b8; 
1491.473389; 4; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ff0; 0x99b8; 
1491.477417; 5; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ff1; 0x6bb7; 
1491.481445; 6; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ff2; 0x14b8; 
1491.485352; 7; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ff3; 0x9ab8; 
1491.489380; 8; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ff4; 0x29b8; 
1491.493408; 8; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ff4; 0x99b8; 
1491.497437; 10; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ff6; 0xe2b8; 
1491.501343; 11; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ff7; 0x85b8; 
1491.505371; 12; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ff8; 0x3cb7; 
1491.509399; 13; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ff9; 0x2bb8; 
1491.513428; 14; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ffa; 0xb0b8; 
1491.517456; 14; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ffa; 0x2b9; 
1491.521484; 16; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ffc; 0xa2b8; 
1491.525391; 17; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ffd; 0x92b7; 
1491.529419; 18; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1ffe; 0x20b8; 
1491.533447; 19; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x1fff; 0xa0b8; 
1491.537476; 20; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2000; 0x33b8; 
1491.541504; 20; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2000; 0x9bb8; 
1491.545532; 22; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2002; 0x12b8; 
1491.549561; 23; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2003; 0x82b8; 
1491.553467; 24; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2004; 0xc9b8; 
1491.558228; 25; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2005; 0x62b8; 
1491.562012; 26; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2006; 0xa1b8; 
1491.565918; 27; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2007; 0x8b8; 
1491.569702; 28; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2008; 0x77b8; 
1491.573608; 29; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2009; 0xaeb7; 
1491.577515; 30; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x200a; 0x6db8; 
1491.581543; 31; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x200b; 0xd7b8; 
1491.585571; 32; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x200c; 0x93b8; 
1491.589600; 32; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x200c; 0xcbb8; 
1491.593628; 34; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x200e; 0x58b8; 
1491.597656; 35; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x200f; 0x9ab8; 
1491.601685; 36; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2010; 0xf8b7; 
1491.605591; 37; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2011; 0x75b8; 
1491.609619; 38; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2012; 0xccb8; 
1491.613647; 38; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2012; 0x77b8; 
1491.617676; 40; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2014; 0xadb8; 
1491.621704; 41; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2015; 0x16b8; 
1491.625732; 42; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2016; 0x7db8; 
1491.629761; 43; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2017; 0xbdb7; 
1491.633667; 44; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2018; 0x73b8; 
1491.637695; 44; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2018; 0xd2b8; 
1491.641724; 46; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x201a; 0x82b8; 
1491.645752; 47; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x201b; 0xb6b8; 
1491.649780; 48; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x201c; 0x2db8; 
1491.653809; 49; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x201d; 0x89b8; 
1491.657715; 50; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x201e; 0xd5b7; 
1491.661743; 50; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x201e; 0x76b8; 
1491.665771; 52; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2020; 0xd0b8; 
1491.669800; 53; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2021; 0x7fb8; 
1491.673828; 54; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2022; 0xafb8; 
1491.677856; 55; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2023; 0x18b8; 
1491.681885; 56; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2024; 0x7db8; 
1491.685791; 56; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2024; 0xb7b7; 
1491.689819; 56; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2024; 0x6bb8; 
1491.693848; 56; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2024; 0xc9b8; 
1491.697876; 60; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2028; 0x69b8; 
1491.701904; 61; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2029; 0xa5b8; 
1491.705933; 62; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x202a; 0x12b8; 
1491.709961; 63; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x202b; 0x82b8; 
1491.713867; 64; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x202c; 0xceb7; 
1491.717896; 64; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x202c; 0x72b8; 
1491.721924; 66; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x202e; 0xceb8; 
1491.725952; 67; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x202f; 0x7eb8; 
1491.729980; 68; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2030; 0xb6b8; 
1491.734009; 69; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2031; 0x34b8; 
1491.737915; 70; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2032; 0x8eb8; 
1491.741943; 70; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2032; 0xdab7; 
1491.745972; 72; 44.879150; 0.000192; 0.000000; 0.000000; 1; 0x2034; 0x67b8; 
